Local time,Open,High,Low,Close,Volume
19.01.2010 18:00:00.000 GMT-0000,91.060,91.170,91.045,91.135,66111.501
19.01.2010 22:00:00.000 GMT-0000,91.130,91.260,91.055,91.165,73367.9096
20.01.2010 02:00:00.000 GMT-0000,91.165,91.360,91.070,91.210,61787.3008
20.01.2010 06:00:00.000 GMT-0000,91.205,91.265,90.790,90.960,147988.1006
20.01.2010 10:00:00.000 GMT-0000,90.960,91.035,90.810,90.950,148995.3204
20.01.2010 14:00:00.000 GMT-0000,90.950,91.460,90.900,91.210,150789.0976
20.01.2010 18:00:00.000 GMT-0000,91.210,91.280,91.145,91.210,57674.2813
20.01.2010 22:00:00.000 GMT-0000,91.220,91.440,91.180,91.330,52479.2993
21.01.2010 02:00:00.000 GMT-0000,91.325,91.665,91.295,91.600,63489.6797
21.01.2010 06:00:00.000 GMT-0000,91.605,91.750,91.450,91.735,129033.00099999999
21.01.2010 10:00:00.000 GMT-0000,91.735,91.870,91.555,91.745,132460.4004
21.01.2010 14:00:00.000 GMT-0000,91.740,91.830,90.110,90.410,176736.2598
21.01.2010 18:00:00.000 GMT-0000,90.410,90.505,90.145,90.420,110420.29980000001
21.01.2010 22:00:00.000 GMT-0000,90.425,90.485,89.805,89.870,69546.8994
22.01.2010 02:00:00.000 GMT-0000,89.870,90.070,89.780,89.955,68031.00099999999
22.01.2010 06:00:00.000 GMT-0000,89.955,90.565,89.915,90.385,147276.5391
22.01.2010 10:00:00.000 GMT-0000,90.385,90.420,89.915,90.110,144409.00400000002
22.01.2010 14:00:00.000 GMT-0000,90.110,90.330,89.950,89.995,155143.5956
22.01.2010 18:00:00.000 GMT-0000,89.995,90.000,89.790,89.810,87659.1602
24.01.2010 22:00:00.000 GMT-0000,90.255,90.255,89.810,90.050,41116.25
25.01.2010 02:00:00.000 GMT-0000,90.050,90.270,90.035,90.080,31456.239700000002
25.01.2010 06:00:00.000 GMT-0000,90.085,90.335,89.990,90.240,112981.3994
